parent_directory,is_file,name,size_in_bytes
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet,True,System.Threading.Tasks.dll,13896
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet,True,System.Threading.Thread.dll,13896
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet,True,System.Threading.ThreadPool.dll,13896
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet,True,System.Web.HttpUtility.dll,17992
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet,True,ucrtbase.dll,1122768
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet,False,win-x64,27191205
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,Core.deps.json,42539
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,Core.dll,401752
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,Core.pdb,159484
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,Core.Sdk.dll,14168
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,Core.Sdk.pdb,10096
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,discord_game_sdk.bundle,4130000
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,discord_game_sdk.dll,3891512
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,discord_game_sdk.dll.lib,2352
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,discord_game_sdk.dylib,4130000
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,discord_game_sdk.so,7122200
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,discord_game_sdk_x86.dll,3154744
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,discord_game_sdk_x86.dll.lib,2358
D:/Games/PlariumPlay\8.1.0-0.0.0\dotnet\win-x64,True,libdiscord_game_sdk.dylib,4130000
D:/Games/PlariumPlay\8.1.0-0.0.0\GPUCache,True,data_0,45056
D:/Games/PlariumPlay\8.1.0-0.0.0\GPUCache,True,data_1,270336
D:/Games/PlariumPlay\8.1.0-0.0.0\GPUCache,True,data_2,8192
D:/Games/PlariumPlay\8.1.0-0.0.0\GPUCache,True,data_3,4202496
D:/Games/PlariumPlay\8.1.0-0.0.0\GPUCache,True,index,262512
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,am.pak,444079
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ar.pak,469827
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,bg.pak,505282
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,bn.pak,658618
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ca.pak,312334
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,cs.pak,319299
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,da.pak,287900
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,de.pak,310366
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,el.pak,553567
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,en-GB.pak,253532
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,en-US.pak,256379
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,es-419.pak,306363
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,es.pak,309268
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,et.pak,276989
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,fa.pak,446714
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,fi.pak,285082
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,fil.pak,318109
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,fr.pak,337294
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,gu.pak,629681
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,he.pak,390944
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,hi.pak,653751
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,hr.pak,306387
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,hu.pak,329271
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,id.pak,274507
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,it.pak,301427
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ja.pak,373948
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,kn.pak,733455
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ko.pak,313442
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,lt.pak,330592
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,lv.pak,328259
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ml.pak,769891
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,mr.pak,615779
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ms.pak,286331
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,nb.pak,280459
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,nl.pak,291757
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,pl.pak,319603
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,pt-BR.pak,302221
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,pt-PT.pak,306572
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ro.pak,314280
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ru.pak,505287
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,sk.pak,324652
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,sl.pak,310929
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,sr.pak,477453
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,sv.pak,282058
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,sw.pak,289557
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,ta.pak,742549
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,te.pak,693974
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,th.pak,587943
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,tr.pak,300231
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,uk.pak,503364
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,vi.pak,351449
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,zh-CN.pak,260769
D:/Games/PlariumPlay\8.1.0-0.0.0\locales,True,zh-TW.pak,259707
D:/Games/PlariumPlay\8.1.0-0.0.0\PlariumPlayClientService,True,Newtonsoft.Json.dll,675752
D:/Games/PlariumPlay\8.1.0-0.0.0\PlariumPlayClientService,True,Newtonsoft.Json.xml,701978
D:/Games/PlariumPlay\8.1.0-0.0.0\PlariumPlayClientService,True,PlariumPlayClientService.exe,102232
D:/Games/PlariumPlay\8.1.0-0.0.0\PlariumPlayClientService,True,PlariumPlayClientService.exe.config,186
D:/Games/PlariumPlay\8.1.0-0.0.0\PlariumPlayClientService,True,PlariumPlayClientService.pdb,175616
D:/Games/PlariumPlay\8.1.0-0.0.0\PlariumPlayClientService,True,Topshelf.dll,197704
D:/Games/PlariumPlay\8.1.0-0.0.0\PlariumPlayClientService,True,Topshelf.xml,80091
D:/Games/PlariumPlay\8.1.0-0.0.0\swiftshader,True,libEGL.dll,431688
D:/Games/PlariumPlay\8.1.0-0.0.0\swiftshader,True,libGLESv2.dll,2779720
D:/Games/PlariumPlay\8.1.0-0.0.1,True,cef.pak,2034826
D:/Games/PlariumPlay\8.1.0-0.0.1,True,cef_100_percent.pak,222386
D:/Games/PlariumPlay\8.1.0-0.0.1,True,cef_200_percent.pak,298292
D:/Games/PlariumPlay\8.1.0-0.0.1,True,cef_extensions.pak,1288411
D:/Games/PlariumPlay\8.1.0-0.0.1,True,chrome_elf.dll,1126472
D:/Games/PlariumPlay\8.1.0-0.0.1,True,d3dcompiler_47.dll,4346120
D:/Games/PlariumPlay\8.1.0-0.0.1,True,devtools_resources.pak,2280965
D:/Games/PlariumPlay\8.1.0-0.0.1,True,hover.ico,1150
D:/Games/PlariumPlay\8.1.0-0.0.1,True,icudtl.dat,10412752
D:/Games/PlariumPlay\8.1.0-0.0.1,True,libcef.dll,144190024
D:/Games/PlariumPlay\8.1.0-0.0.1,True,libEGL.dll,412744
D:/Games/PlariumPlay\8.1.0-0.0.1,True,libGLESv2.dll,6773320
D:/Games/PlariumPlay\8.1.0-0.0.1,True,Microsoft.Toolkit.Uwp.Notifications.dll,143512
D:/Games/PlariumPlay\8.1.0-0.0.1,True,Microsoft.Toolkit.Uwp.Notifications.pdb,67564
D:/Games/PlariumPlay\8.1.0-0.0.1,True,Microsoft.Win32.Primitives.dll,21216
D:/Games/PlariumPlay\8.1.0-0.0.1,True,Microsoft.Xaml.Behaviors.dll,145288
D:/Games/PlariumPlay\8.1.0-0.0.1,True,Microsoft.Xaml.Behaviors.pdb,53880
D:/Games/PlariumPlay\8.1.0-0.0.1,True,netstandard.dll,98616
D:/Games/PlariumPlay\8.1.0-0.0.1,True,Newtonsoft.Json.dll,675752
D:/Games/PlariumPlay\8.1.0-0.0.1,True,normal.ico,1150
D:/Games/PlariumPlay\8.1.0-0.0.1,True,PlariumPlay.exe,4969304
D:/Games/PlariumPlay\8.1.0-0.0.1,True,PlariumPlay.ico,39579
D:/Games/PlariumPlay\8.1.0-0.0.1,True,PlariumPlayInfo.exe,250200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,PlariumPlayInfo.exe.config,18072
D:/Games/PlariumPlay\8.1.0-0.0.1,True,PlariumPlayInfo.pdb,333312
D:/Games/PlariumPlay\8.1.0-0.0.1,True,plarium_play_process_helper.exe,44376
D:/Games/PlariumPlay\8.1.0-0.0.1,True,pressed.ico,1150
D:/Games/PlariumPlay\8.1.0-0.0.1,True,SimpleInjector.dll,437320
D:/Games/PlariumPlay\8.1.0-0.0.1,True,snapshot_blob.bin,47951
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.AppContext.dll,21176
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Collections.Concurrent.dll,21224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Collections.dll,21696
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Collections.NonGeneric.dll,21224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Collections.Specialized.dll,21224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.ComponentModel.dll,21192
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.ComponentModel.EventBasedAsync.dll,21768
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.ComponentModel.Primitives.dll,21752
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.ComponentModel.TypeConverter.dll,22784
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Console.dll,21160
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Data.Common.dll,154448
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.Contracts.dll,21736
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.Debug.dll,21208
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.FileVersionInfo.dll,21248
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.Process.dll,21728
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.StackTrace.dll,23936
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.TextWriterTraceListener.dll,21280
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.Tools.dll,21208
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.TraceSource.dll,21744
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Diagnostics.Tracing.dll,31608
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Drawing.Primitives.dll,21208
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Dynamic.Runtime.dll,22224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Globalization.Calendars.dll,21744
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Globalization.dll,21192
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Globalization.Extensions.dll,25992
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.Compression.dll,110944
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.Compression.ZipFile.dll,21224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.dll,21144
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.FileSystem.dll,21192
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.FileSystem.DriveInfo.dll,21232
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.FileSystem.Primitives.dll,21232
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.FileSystem.Watcher.dll,21224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.IsolatedStorage.dll,21208
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.MemoryMappedFiles.dll,21216
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.Pipes.dll,21168
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.IO.UnmanagedMemoryStream.dll,21232
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Linq.dll,21152
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Linq.Expressions.dll,22224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Linq.Parallel.dll,21192
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Linq.Queryable.dll,21192
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.Http.dll,198472
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.NameResolution.dll,21208
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.NetworkInformation.dll,22248
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.Ping.dll,21168
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.Primitives.dll,22216
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.Requests.dll,21184
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.Security.dll,21696
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.Sockets.dll,30544
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.WebHeaderCollection.dll,21232
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.WebSockets.Client.dll,21224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Net.WebSockets.dll,21192
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.ObjectModel.dll,21696
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Reflection.dll,22200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Reflection.Extensions.dll,21224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Reflection.Primitives.dll,21736
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Resources.Reader.dll,21200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Resources.ResourceManager.dll,21232
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Resources.Writer.dll,21200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.CompilerServices.VisualC.dll,21784
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.dll,29360
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.Extensions.dll,21720
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.Handles.dll,21200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.InteropServices.dll,24296
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.InteropServices.RuntimeInformation.dll,28624
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.Numerics.dll,21200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.Serialization.Formatters.dll,21264
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.Serialization.Json.dll,21240
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.Serialization.Primitives.dll,27048
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Runtime.Serialization.Xml.dll,24816
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Security.Claims.dll,21200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Security.Cryptography.Algorithms.dll,47016
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Security.Cryptography.Csp.dll,21240
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Security.Cryptography.Encoding.dll,21256
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Security.Cryptography.Primitives.dll,21784
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Security.Cryptography.X509Certificates.dll,22832
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Security.Principal.dll,21208
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Security.SecureString.dll,22392
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Text.Encoding.dll,21696
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Text.Encoding.Extensions.dll,21232
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Text.RegularExpressions.dll,21232
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Threading.dll,22192
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Threading.Overlapped.dll,37752
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Threading.Tasks.dll,22224
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Threading.Tasks.Parallel.dll,21232
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Threading.Thread.dll,21200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Threading.ThreadPool.dll,21216
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Threading.Timer.dll,21200
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.ValueTuple.dll,78992
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Xml.ReaderWriter.dll,21712
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Xml.XDocument.dll,21696
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Xml.XmlDocument.dll,21712
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Xml.XmlSerializer.dll,21712
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Xml.XPath.dll,21176
D:/Games/PlariumPlay\8.1.0-0.0.1,True,System.Xml.XPath.XDocument.dll,22904
D:/Games/PlariumPlay\8.1.0-0.0.1,True,v8_context_snapshot.bin,164745
D:/Games/PlariumPlay\8.1.0-0.0.1,True,win_10_notification.exe,92504
D:/Games/PlariumPlay\8.1.0-0.0.1,True,win_under_10_notification.exe,130392
D:/Games/PlariumPlay\8.1.0-0.0.1,False,dotnet,82761516
D:/Games/PlariumPlay\8.1.0-0.0.1,False,GPUCache,4788592
D:/Games/PlariumPlay\8.1.0-0.0.1,False,locales,20993481
D:/Games/PlariumPlay\8.1.0-0.0.1,False,PlariumPlayClientService,1933559
D:/Games/PlariumPlay\8.1.0-0.0.1,False,swiftshader,3211408
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-console-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-console-l1-2-0.dll,20960
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-datetime-l1-1-0.dll,20952
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-debug-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-errorhandling-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-fibers-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-file-l1-1-0.dll,25048
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-file-l1-2-0.dll,20960
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-file-l2-1-0.dll,20960
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-handle-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-heap-l1-1-0.dll,20960
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-interlocked-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-libraryloader-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-localization-l1-2-0.dll,20960
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-memory-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-namedpipe-l1-1-0.dll,20960
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-processenvironment-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-processthreads-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-processthreads-l1-1-1.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-profile-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-rtlsupport-l1-1-0.dll,20960
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-string-l1-1-0.dll,20960
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-synch-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-synch-l1-2-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-sysinfo-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-timezone-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-core-util-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-conio-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-convert-l1-1-0.dll,25056
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-environment-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-filesystem-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-heap-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-locale-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-math-l1-1-0.dll,29144
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-multibyte-l1-1-0.dll,29136
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-private-l1-1-0.dll,74192
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-process-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-runtime-l1-1-0.dll,25040
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-stdio-l1-1-0.dll,25040
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-string-l1-1-0.dll,25040
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-time-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,api-ms-win-crt-utility-l1-1-0.dll,20944
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,clretwrc.dll,304768
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,clrjit.dll,1436304
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Core.deps.json,28141
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Core.dll,403800
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Core.pdb,159796
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Core.Sdk.dll,14168
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Core.Sdk.pdb,10096
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,coreclr.dll,5121168
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,createdump.exe,57552
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,dbgshim.dll,140432
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,discord_game_sdk.bundle,4130000
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,discord_game_sdk.dll,3891512
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,discord_game_sdk.dll.lib,2352
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,discord_game_sdk.dylib,4130000
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,discord_game_sdk.so,7122200
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,discord_game_sdk_x86.dll,3154744
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,discord_game_sdk_x86.dll.lib,2358
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Fleck.dll,53320
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,hostfxr.dll,374936
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,hostpolicy.dll,391832
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,libdiscord_game_sdk.dylib,4130000
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Microsoft.CSharp.dll,351816
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Microsoft.DiaSymReader.Native.amd64.dll,1813896
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Microsoft.Win32.Primitives.dll,16968
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Microsoft.Win32.Registry.dll,27208
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,mscordaccore.dll,1321864
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,mscordaccore_amd64_amd64_6.0.422.16404.dll,1320824
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,mscordbi.dll,1267320
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,mscorlib.dll,58520
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,mscorrc.dll,147088
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,msquic.dll,499584
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,netstandard.dll,26696
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,Newtonsoft.Json.dll,669096
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,SimpleInjector.dll,396872
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,System.CodeDom.dll,181832
D:/Games/PlariumPlay\8.1.0-0.0.1\dotnet,True,System.Collections.Concurrent.dll,47688
